,GeoName,Income,Year,GeoFips
20294,"Nobles, MN",38946,2016,27105
20295,"Tucker, WV",38943,2016,54093
20296,"Cotton, OK",38939,2016,40033
20297,"Pondera, MT",38934,2016,30073
20298,"Marion, OR",38931,2016,41047
20299,"Bullitt, KY",38930,2016,21029
20300,"Maury, TN",38922,2016,47119
20301,"Roanoke (Independent City), VA",38914,2016,51770
20302,"Finney, KS",38912,2016,20055
20303,"Wilbarger, TX",38908,2016,48487
20304,"DeSoto, MS",38897,2016,28033
20305,"Terrebonne, LA",38891,2016,22109
20306,"Effingham, GA",38885,2016,13103
20307,"Logan, OH",38884,2016,39091
20308,"Barber, KS",38875,2016,20007
20309,"Wells, IN",38873,2016,18179
20310,"Douglas, WI",38870,2016,55031
20311,"Cayuga, NY",38867,2016,36011
20312,"Limestone, AL",38863,2016,01083
20313,"Niobrara, WY",38849,2016,56027
20314,"Smith, KS",38845,2016,20183
20315,"Shawano, WI*",38810,2016,55115
20316,"Crawford, WI",38801,2016,55023
20317,"Collingsworth, TX",38800,2016,48087
20318,"Allen, OH",38793,2016,39003
20319,"Coles, IL",38785,2016,17029
20320,"Essex, VA",38784,2016,51057
20321,"Story, IA",38775,2016,19169
20322,"Muscogee, GA",38768,2016,13215
20323,"Pleasants, WV",38767,2016,54073
20324,"Darke, OH",38762,2016,39037
20325,"Lee, IL",38756,2016,17103
20326,"Sheridan, MT",38749,2016,30091
20327,"Carroll, IN",38747,2016,18015
20328,"Powell, MT",38739,2016,30077
20329,"Union, AR",38738,2016,05139
20330,"Henry, MO",38732,2016,29083
20331,"Schuyler, IL",38719,2016,17169
20332,"Henry, IA",38714,2016,19087
20333,"Dawson, MT",38705,2016,30021
20334,"Mille Lacs, MN",38701,2016,27095
20335,"DeKalb, IL",38699,2016,17037
20336,"Columbia, PA",38687,2016,42037
20337,"Beltrami, MN",38687,2016,27007
20338,"Bosque, TX",38687,2016,48035
20339,"Coke, TX",38663,2016,48081
20340,"Uvalde, TX",38636,2016,48463
20341,"Brule, SD",38628,2016,46015
20342,"Wabash, IN",38624,2016,18169
20343,"Florence, SC",38623,2016,45041
20344,"Lamar, TX",38622,2016,48277
20345,"Rutherford, TN",38613,2016,47149
20346,"Presidio, TX",38606,2016,48377
20347,"Saline, NE",38597,2016,31151
20348,"Franklin, VA",38567,2016,51067
20349,"Curry, OR",38564,2016,41015
20350,"Osborne, KS",38545,2016,20141
20351,"Gwinnett, GA",38541,2016,13135
20352,"Pend Oreille, WA",38539,2016,53051
20353,"Watonwan, MN",38537,2016,27165
20354,"Broome, NY",38528,2016,36007
20355,"Livingston, LA",38516,2016,22063
20356,"Hamilton, IL",38484,2016,17065
20357,"Kingman, KS",38476,2016,20095
20358,"Wicomico, MD",38472,2016,24045
20359,"Fulton, PA",38465,2016,42057
20360,"Edgar, IL",38459,2016,17045
20361,"Hidalgo, NM",38459,2016,35023
20362,"Kankakee, IL",38456,2016,17091
20363,"Stephens, OK",38443,2016,40137
20364,"Lake, OR",38425,2016,41037
20365,"Pasco, FL",38415,2016,12101
20366,"Delta, TX",38410,2016,48119
20367,"Elmore, AL",38405,2016,01051
20368,"Burnett, WI",38397,2016,55013
20369,"Stephenson, IL",38394,2016,17177
20370,"Lewis, WA",38388,2016,53041
20371,"Lafayette, MS",38384,2016,28071
20372,"Penobscot, ME",38378,2016,23019
20373,"Creek, OK",38368,2016,40037
20374,"Marshall, IN",38365,2016,18099
20375,"Jackson, IN",38363,2016,18071
20376,"Holmes, OH",38363,2016,39075
20377,"Robertson, TN",38362,2016,47147
20378,"Louisa, IA",38356,2016,19115
20379,"LaPorte, IN",38349,2016,18091
20380,"Marshall, KY",38344,2016,21157
20381,"Jasper, IL",38343,2016,17079
20382,"Schuyler, NY",38341,2016,36097
20383,"Warren, PA",38332,2016,42123
20384,"Jefferson, PA",38324,2016,42065
20385,"Emmet, IA",38318,2016,19063
20386,"Donley, TX",38315,2016,48129
20387,"Ector, TX",38312,2016,48135
20388,"Snyder, PA",38303,2016,42109
20389,"Nash, NC",38301,2016,37127
20390,"Jackson, KS",38286,2016,20085
20391,"Greenwood, KS",38281,2016,20073
20392,"Montgomery, NY",38279,2016,36057
20393,"Taylor, IA",38276,2016,19173
20394,"Schoharie, NY",38271,2016,36095
20395,"Wagoner, OK",38268,2016,40145
20396,"McPherson, SD",38267,2016,46089
20397,"East Feliciana, LA",38262,2016,22037
20398,"Van Buren, MI",38261,2016,26159
20399,"Hancock, WV",38254,2016,54029
20400,"Lemhi, ID",38249,2016,16059
20401,"Medina, TX",38243,2016,48325
20402,"Aurora, SD",38243,2016,46003
20403,"Montgomery, IN",38239,2016,18107
20404,"McLennan, TX",38224,2016,48309
20405,"St. Lucie, FL",38221,2016,12111
20406,"Hockley, TX",38216,2016,48219
20407,"Caledonia, VT",38212,2016,50005
20408,"Marion, WV",38209,2016,54049
20409,"St. John the Baptist, LA",38191,2016,22095
20410,"Hitchcock, NE",38188,2016,31087
20411,"Mahaska, IA",38183,2016,19123
20412,"Clarion, PA",38179,2016,42031
20413,"Huerfano, CO",38179,2016,08055
20414,"Yakima, WA",38171,2016,53077
20415,"Newport News (Independent City), VA",38169,2016,51700
20416,"Fayette, PA",38163,2016,42051
20417,"Labette, KS",38153,2016,20099
20418,"Latah, ID",38148,2016,16057
20419,"Liberty, MT",38147,2016,30051
20420,"Harrison, TX",38138,2016,48203
20421,"Morrison, MN",38135,2016,27097
20422,"Daviess, IN",38134,2016,18027
20423,"Monroe, WI",38130,2016,55081
20424,"Van Wert, OH",38125,2016,39161
20425,"Kane, UT",38122,2016,49025
20426,"Osage, KS",38121,2016,20139
20427,"Christian, MO",38114,2016,29043
20428,"Huntington, IN",38112,2016,18069
20429,"Sandusky, OH",38109,2016,39143
20430,"Howard, IN",38091,2016,18067
20431,"Jefferson, IN",38089,2016,18077
20432,"Herkimer, NY",38078,2016,36043
20433,"Jim Wells, TX",38078,2016,48249
20434,"Wilkes, GA",38073,2016,13317
20435,"Gray, TX",38070,2016,48179
20436,"Kay, OK",38064,2016,40071
20437,"Wood, WV",38055,2016,54107
20438,"Roane, TN",38052,2016,47145
20439,"Riverside, CA",38050,2016,06065
20440,"Jersey, IL",38046,2016,17083
20441,"DeKalb, TN",38044,2016,47041
20442,"Runnels, TX",38039,2016,48399
20443,"Marquette, WI",38036,2016,55077
20444,"Cambria, PA",38031,2016,42021
20445,"Coleman, TX",38012,2016,48083
20446,"San Saba, TX",38001,2016,48411
20447,"Gentry, MO",38000,2016,29075
20448,"Menominee, MI",38000,2016,26109
20449,"Fergus, MT",37998,2016,30027
20450,"Ripley, IN",37993,2016,18137
20451,"Williams, OH",37989,2016,39171
20452,"Defiance, OH",37985,2016,39039
20453,"Champaign, OH",37984,2016,39021
20454,"Schuylkill, PA",37984,2016,42107
20455,"Bureau, IL",37983,2016,17011
20456,"Colfax, NM",37965,2016,35007
20457,"Nolan, TX",37963,2016,48353
20458,"Lamar, MS",37959,2016,28073
20459,"Perry, MO",37957,2016,29157
20460,"Jack, TX",37955,2016,48237
20461,"Carroll, KY",37946,2016,21041
20462,"Pacific, WA",37943,2016,53049
20463,"Buena Vista, IA",37941,2016,19021
20464,"Ottawa, KS",37936,2016,20143
20465,"Venango, PA",37935,2016,42121
20466,"Norfolk (Independent City), VA",37918,2016,51710
20467,"Morgan, MO",37911,2016,29141
20468,"Schleicher, TX",37906,2016,48413
20469,"Jones, NC",37882,2016,37103
20470,"Crook, OR",37876,2016,41013
20471,"Winkler, TX",37875,2016,48495
20472,"Berkeley, SC",37870,2016,45015
20473,"Fisher, TX",37866,2016,48151
20474,"Crane, TX",37864,2016,48103
20475,"Hill, TX",37862,2016,48217
20476,"Mercer, PA",37862,2016,42085
20477,"Winnebago, IA",37860,2016,19189
20478,"Wilson, NC",37845,2016,37195
20479,"Warren, IL",37840,2016,17187
20480,"Sierra, CA",37831,2016,06091
20481,"Grant, OR",37821,2016,41023
20482,"Washington, ME",37820,2016,23029
20483,"Scott, MO",37816,2016,29201
20484,"Broadwater, MT",37814,2016,30007
20485,"Meagher, MT",37810,2016,30059
20486,"Wheeler, TX",37808,2016,48483
20487,"Marshall, KS",37804,2016,20117
20488,"Lincoln, MO",37802,2016,29113
20489,"Henry, TN",37790,2016,47079
20490,"Muskingum, OH",37787,2016,39119
20491,"Camp, TX",37783,2016,48063
20492,"Polk, OR",37778,2016,41053
20493,"Richland, IL",37765,2016,17159
20494,"Lucas, IA",37756,2016,19117
20495,"Mason, MI",37752,2016,26105
20496,"Calhoun, TX",37741,2016,48057
20497,"Bowie, TX",37725,2016,48037
20498,"Caribou, ID",37724,2016,16029
20499,"Waldo, ME",37721,2016,23027
20500,"Hawaii, HI",37718,2016,15001
20501,"Warren, MS",37716,2016,28149
20502,"McDonough, IL",37711,2016,17109
20503,"Genesee, MI",37706,2016,26049
20504,"Foard, TX",37698,2016,48155
20505,"Ingham, MI",37695,2016,26065
20506,"Sheridan, ND",37678,2016,38083
20507,"Morgan, IL",37667,2016,17137
20508,"Pickett, TN",37667,2016,47137
20509,"Jefferson, FL",37664,2016,12065
20510,"Kiowa, KS",37653,2016,20097
20511,"Fulton, IN",37644,2016,18049
20512,"Adams, WA",37640,2016,53001
20513,"Lawrence, IN",37634,2016,18093
20514,"Clay, KS",37625,2016,20027
20515,"Southampton + Franklin, VA*",37622,2016,51949
20516,"Shelby, TX",37620,2016,48419
20517,"Benton, IN",37620,2016,18007
20518,"Pickaway, OH",37610,2016,39129
20519,"Ohio, IN",37605,2016,18115
20520,"Washington, CO",37600,2016,08121
20521,"Haywood, NC",37598,2016,37087
20522,"Pike, GA",37597,2016,13231
20523,"Yuba, CA",37593,2016,06115
20524,"Logan, OK",37590,2016,40083
20525,"Waushara, WI",37589,2016,55137
20526,"Cabell, WV",37581,2016,54011
20527,"Bailey, TX",37577,2016,48017
20528,"Gates, NC",37571,2016,37073
20529,"Dickson, TN",37564,2016,47043
20530,"Crawford, IA",37564,2016,19047
20531,"Marion, IL",37560,2016,17121
20532,"Scott, IL",37559,2016,17171
20533,"Harmon, OK",37555,2016,40057
20534,"Bedford, PA",37553,2016,42009
20535,"Douglas, WA",37541,2016,53017
20536,"Greene, PA",37537,2016,42059
20537,"Allegany, MD",37532,2016,24001
20538,"St. Landry, LA",37512,2016,22097
20539,"Waller, TX",37502,2016,48473
20540,"Hettinger, ND",37500,2016,38041
20541,"Tallapoosa, AL",37499,2016,01123
20542,"De Soto, LA",37496,2016,22031
20543,"Hinds, MS",37494,2016,28049
20544,"Wayne, NE",37468,2016,31179
20545,"Moore, TN",37467,2016,47127
20546,"Wayne, IN",37459,2016,18177
20547,"Lonoke, AR",37458,2016,05085
20548,"Montague, TX",37451,2016,48337
20549,"Vernon, WI",37437,2016,55123
20550,"Uinta, WY",37430,2016,56041
20551,"Gaston, NC",37425,2016,37071
20552,"Major, OK",37422,2016,40093
20553,"Musselshell, MT",37418,2016,30065
20554,"Weber, UT",37417,2016,49057
20555,"Mineral, WV",37416,2016,54057
20556,"Garland, AR",37412,2016,05051
20557,"Walton, GA",37392,2016,13297
20558,"Aroostook, ME",37382,2016,23003
20559,"Dickinson, KS",37378,2016,20041
20560,"Webster, LA",37376,2016,22119
20561,"Calhoun, MI",37374,2016,26025
20562,"Harding, NM",37365,2016,35021
20563,"Taylor, WI",37365,2016,55119
20564,"Teton, ID",37362,2016,16081
20565,"Androscoggin, ME",37359,2016,23001
20566,"Mills, TX",37355,2016,48333
20567,"Lincoln, TN",37333,2016,47103
20568,"Douglas, OR",37327,2016,41019
20569,"Trumbull, OH",37326,2016,39155
20570,"Johnston, NC",37314,2016,37101
20571,"Butte, ID",37312,2016,16023
20572,"Pulaski, MO",37300,2016,29169
20573,"Callahan, TX",37293,2016,48059
20574,"Frontier, NE",37276,2016,31063
20575,"Marion, MO",37272,2016,29127
20576,"Union, IL",37269,2016,17181
20577,"Lee, NC",37263,2016,37105
20578,"Dunn, WI",37257,2016,55033
20579,"Henderson, TX",37257,2016,48213
20580,"Palo Pinto, TX",37236,2016,48363
20581,"Washington, AR",37229,2016,05143
20582,"Blaine, OK",37216,2016,40011
20583,"Alpena, MI",37212,2016,26007
20584,"Clark, OH",37201,2016,39023
20585,"Cochise, AZ",37190,2016,04003
20586,"Montgomery, IA",37185,2016,19137
20587,"Clark, IL",37176,2016,17023
20588,"Marion, KS",37172,2016,20115
20589,"Pike, IN",37169,2016,18125
20590,"Baca, CO",37160,2016,08009
20591,"Franklin, TX",37157,2016,48159
20592,"Macoupin, IL",37135,2016,17117
20593,"Pender, NC",37131,2016,37141
20594,"Koochiching, MN",37130,2016,27071
20595,"Jasper, MO",37130,2016,29097
20596,"Greene, IN",37130,2016,18055
20597,"Grady, OK",37129,2016,40051
20598,"Tulare, CA",37125,2016,06107
20599,"Benson, ND",37120,2016,38005
20600,"Clark, WI",37115,2016,55019
20601,"Lincoln, NV",37102,2016,32017
20602,"Buchanan, MO",37097,2016,29021
20603,"Baker, OR",37091,2016,41001
20604,"Newton, IN",37086,2016,18111
20605,"Northumberland, PA",37084,2016,42097
20606,"Montgomery, MO",37077,2016,29139
20607,"Harney, OR",37075,2016,41025
20608,"Bibb, GA",37070,2016,13021
20609,"Scurry, TX",37067,2016,48415
20610,"Gallatin, IL",37061,2016,17059
20611,"Thurston, NE",37060,2016,31173
20612,"Clark, KY",37057,2016,21049
20613,"Mason, KY",37053,2016,21161
20614,"Cortland, NY",37040,2016,36023
20615,"Lauderdale, MS",37039,2016,28075
20616,"Potter, PA",37031,2016,42105
20617,"Huron, OH",37029,2016,39077
20618,"Putnam, TN",37027,2016,47141
20619,"Dyer, TN",37018,2016,47045
20620,"Howard, MO",37004,2016,29089
20621,"Sevier, TN",36997,2016,47155
20622,"Cleveland, AR",36990,2016,05025
20623,"Union, OR",36968,2016,41061
20624,"Henry, GA",36968,2016,13151
20625,"Wood, TX",36964,2016,48499
20626,"Fountain, IN",36963,2016,18045
20627,"Somerset, PA",36961,2016,42111
20628,"Grant, WA",36958,2016,53025
20629,"Audrain, MO",36928,2016,29007
20630,"Anderson, SC",36918,2016,45007
20631,"Vermilion, LA",36911,2016,22113
20632,"Camden, MO",36910,2016,29029
20633,"Bradford, PA",36907,2016,42015
20634,"Forest, WI",36899,2016,55041
20635,"Christian, IL",36896,2016,17021
20636,"Alamance, NC",36896,2016,37001
20637,"Henderson, KY",36887,2016,21101
20638,"Bradley, TN",36885,2016,47011
20639,"Ward, TX",36878,2016,48475
20640,"Bonner, ID",36876,2016,16017
20641,"Union, PA",36873,2016,42119
20642,"Adams, WI",36867,2016,55001
20643,"Paulding, OH",36864,2016,39125
20644,"Angelina, TX",36862,2016,48005
20645,"Marquette, MI",36862,2016,26103
20646,"Trigg, KY",36856,2016,21221
20647,"Jefferson Davis, LA",36855,2016,22053
20648,"Preble, OH",36849,2016,39135
20649,"Brooke, WV",36837,2016,54009
20650,"Yavapai, AZ",36834,2016,04025
20651,"Dorchester, SC",36827,2016,45035
20652,"Anderson, KS",36820,2016,20003
20653,"Seneca, OH",36818,2016,39147
20654,"Perkins, SD",36813,2016,46105
20655,"Otsego, MI",36812,2016,26137
20656,"Dakota, NE",36806,2016,31043
20657,"Schoolcraft, MI",36786,2016,26153
20658,"Lagrange, IN",36785,2016,18087
20659,"Josephine, OR",36785,2016,41033
20660,"Lenoir, NC",36781,2016,37107
20661,"Stephens, TX",36765,2016,48429
20662,"Ouachita, LA",36762,2016,22073
20663,"Crawford, PA",36755,2016,42039
20664,"Crockett, TX",36748,2016,48105
20665,"Doniphan, KS",36744,2016,20043
20666,"Rolette, ND",36731,2016,38079
20667,"Rockbridge, Buena Vista + Lexington, VA*",36730,2016,51945
20668,"Tipton, TN",36727,2016,47167
20669,"Faribault, MN",36718,2016,27043
20670,"Stone, MO",36717,2016,29209
20671,"Hopkins, KY",36708,2016,21107
20672,"Chautauqua, NY",36701,2016,36013
20673,"Vernon, LA",36701,2016,22115
20674,"Clarke, IA",36685,2016,19039
20675,"Randolph, IN",36685,2016,18135
20676,"Union, LA",36682,2016,22111
20677,"Grant, IN",36664,2016,18053
20678,"Ralls, MO",36662,2016,29173
20679,"Lake, CA",36651,2016,06033
20680,"Noble, IN",36650,2016,18113
20681,"Anderson, KY",36631,2016,21005
20682,"Marion, TN",36630,2016,47115
20683,"Webster, KY",36617,2016,21233
20684,"Chowan, NC",36599,2016,37041
20685,"Pawnee, NE",36587,2016,31133
20686,"Ontonagon, MI",36582,2016,26131
20687,"Gogebic, MI",36566,2016,26053
20688,"Hopkins, TX",36562,2016,48223
20689,"Pasquotank, NC",36546,2016,37139
20690,"Piute, UT",36539,2016,49031
20691,"Utah, UT",36534,2016,49049
20692,"Real, TX",36526,2016,48385
20693,"Hardin, IL",36523,2016,17069
20694,"Alfalfa, OK",36521,2016,40003
20695,"Seminole, GA",36519,2016,13253
20696,"Knox, IL",36518,2016,17095
20697,"Lea, NM",36518,2016,35025
20698,"Tangipahoa, LA",36513,2016,22105
20699,"Fayette, IN",36511,2016,18041
20700,"Fairfield, SC",36511,2016,45039
20701,"Grant, WV",36500,2016,54023
20702,"Union, IA",36500,2016,19175
20703,"Shelby, IL",36496,2016,17173
20704,"Jackson, MI",36495,2016,26075
20705,"Lenawee, MI",36484,2016,26091
20706,"Montrose, CO",36473,2016,08085
20707,"Grant, AR",36466,2016,05053
20708,"Mineral, NV",36453,2016,32021
20709,"Slope, ND",36452,2016,38087
20710,"Jackson, OK",36452,2016,40065
20711,"Swain, NC",36450,2016,37173
20712,"Oswego, NY",36442,2016,36075
20713,"Klamath, OR",36439,2016,41035
20714,"Pulaski, VA",36437,2016,51155
20715,"Mineral, MT",36423,2016,30061
20716,"San Bernardino, CA",36422,2016,06071
20717,"Guernsey, OH",36410,2016,39059
20718,"Houston, TX",36401,2016,48225
20719,"Clinton, PA",36359,2016,42035
20720,"Lamb, TX",36333,2016,48279
20721,"Calhoun, SC",36328,2016,45017
20722,"Butte, SD",36328,2016,46019
20723,"McLean, KY",36320,2016,21149
20724,"Aitkin, MN",36320,2016,27001
20725,"Washington, NY",36317,2016,36115
20726,"Ashland, WI",36316,2016,55003
20727,"Dewey, SD",36315,2016,46041
20728,"Saginaw, MI",36315,2016,26145
20729,"Hunt, TX",36314,2016,48231
20730,"La Paz, AZ*",36314,2016,04012
20731,"Edwards, IL",36306,2016,17047
20732,"Roosevelt, NM",36301,2016,35041
20733,"Shiawassee, MI",36296,2016,26155
20734,"Morrow, OH",36284,2016,39117
20735,"Henry, KY",36276,2016,21103
20736,"Belmont, OH",36268,2016,39013
20737,"Sumner, KS",36265,2016,20191
20738,"La Salle, TX",36258,2016,48283
20739,"Meade, KY",36258,2016,21163
20740,"Randolph, MO",36257,2016,29175
20741,"Red River, LA",36252,2016,22081
20742,"Reno, KS",36244,2016,20155
20743,"Garvin, OK",36244,2016,40049
20744,"Wadena, MN",36243,2016,27159
20745,"Yates, NY",36236,2016,36123
20746,"Tippecanoe, IN",36236,2016,18157
20747,"Tioga, PA",36229,2016,42117
20748,"Knox, TX",36227,2016,48275
20749,"Gaines, TX",36223,2016,48165
20750,"Crawford, KS",36206,2016,20037
20751,"Stoddard, MO",36205,2016,29207
20752,"Faulkner, AR",36196,2016,05045
20753,"Twin Falls, ID",36186,2016,16083
20754,"Wayne, NC",36182,2016,37191
20755,"Todd, MN",36182,2016,27153
20756,"Jefferson, IL",36176,2016,17081
20757,"Walker, AL",36174,2016,01127
20758,"Gallia, OH",36171,2016,39053
20759,"Kern, CA",36168,2016,06029
20760,"Greenup, KY",36168,2016,21089
20761,"Umatilla, OR",36154,2016,41059
20762,"Horry, SC",36150,2016,45051
20763,"Morgan, AL",36146,2016,01103
20764,"Sumter, SC",36144,2016,45085
20765,"Delta, MI",36142,2016,26041
20766,"Carroll, GA",36141,2016,13045
20767,"San Augustine, TX",36140,2016,48405
20768,"St. Martin, LA",36139,2016,22099
20769,"Giles, VA",36136,2016,51071
20770,"Wyoming, NY",36134,2016,36121
20771,"Saline, MO",36131,2016,29195
20772,"Fannin, TX",36131,2016,48147
20773,"Bates, MO",36130,2016,29013
20774,"Vermilion, IL",36119,2016,17183
20775,"Stanly, NC",36109,2016,37167
20776,"Comanche, TX",36108,2016,48093
20777,"Davidson, NC",36106,2016,37057
20778,"Conway, AR",36090,2016,05029
20779,"Coffee, TN",36084,2016,47031
20780,"Newton, MO",36084,2016,29145
20781,"Howard, TX",36073,2016,48227
20782,"Grant, NM",36071,2016,35017
20783,"Lincoln, ID",36064,2016,16063
20784,"Portsmouth (Independent City), VA",36063,2016,51740
20785,"Franklin, ME",36058,2016,23007
20786,"Paulding, GA",36054,2016,13223
20787,"Love, OK",36050,2016,40085
20788,"Manistee, MI",36049,2016,26101
20789,"Clark, MO",36036,2016,29045
20790,"Newberry, SC",36028,2016,45071
20791,"Grays Harbor, WA",36023,2016,53027
20792,"Gasconade, MO",36023,2016,29073
20793,"Bradley, AR",36020,2016,05011
20794,"Tehama, CA",36008,2016,06103
20795,"Jennings, IN",35996,2016,18079
20796,"Jerome, ID",35985,2016,16053
20797,"Jackson, MS",35984,2016,28059
20798,"Washington + Bristol, VA*",35976,2016,51953
20799,"Lincoln, KS",35974,2016,20105
20800,"Dinwiddie, Colonial Heights + Petersburg, VA*",35969,2016,51918
20801,"Phelps, MO",35958,2016,29161
20802,"St. Clair, AL",35952,2016,01115
20803,"Adams, ID",35948,2016,16003
20804,"Payette, ID",35941,2016,16075
20805,"Mobile, AL",35934,2016,01097
20806,"Madera, CA",35931,2016,06039
20807,"Owen, IN",35930,2016,18119
20808,"Allen, KS",35929,2016,20001
20809,"West Feliciana, LA",35923,2016,22125
20810,"Christian, KY",35918,2016,21047
20811,"Cattaraugus, NY",35917,2016,36009
20812,"Miller, GA",35916,2016,13201
20813,"Ford, KS",35908,2016,20057
20814,"Macon, NC",35906,2016,37113
20815,"Deer Lodge, MT",35901,2016,30023
20816,"Cheboygan, MI",35892,2016,26031
20817,"Fayette, OH",35886,2016,39047
20818,"Lowndes, MS",35885,2016,28087
20819,"Twiggs, GA",35867,2016,13289
20820,"Iberia, LA",35863,2016,22045
20821,"Warren, KY",35860,2016,21227
20822,"Ashland, OH",35860,2016,39005
20823,"Duplin, NC",35859,2016,37061
20824,"Bartow, GA",35854,2016,13015
20825,"Big Horn, WY",35845,2016,56003
20826,"Clay, IL",35841,2016,17025
20827,"St. Mary, LA",35839,2016,22101
20828,"Linn, KS",35832,2016,20107
20829,"Jones, MS",35822,2016,28067
20830,"Lyon, KS",35821,2016,20111
20831,"Livingston, KY",35821,2016,21139
20832,"Gila, AZ",35816,2016,04007
20833,"Page, VA",35808,2016,51139
20834,"Indiana, PA",35804,2016,42063
20835,"Minidoka, ID",35794,2016,16067
20836,"Cass, IL",35785,2016,17017
20837,"Linn, MO",35781,2016,29115
20838,"Trinity, TX",35781,2016,48455
20839,"Pocahontas, WV",35779,2016,54075
20840,"Whitfield, GA",35776,2016,13313
20841,"Wayne, UT",35767,2016,49055
20842,"Taylor, WV",35763,2016,54091
20843,"Hyde, NC",35760,2016,37095
20844,"Martin, IN",35759,2016,18101
20845,"Natchitoches, LA",35755,2016,22069
20846,"Chautauqua, KS",35751,2016,20019
20847,"Eureka, NV",35739,2016,32011
20848,"Van Buren, IA",35736,2016,19177
20849,"Liberty, TX",35733,2016,48291
20850,"Rockingham + Harrisonburg, VA*",35729,2016,51947
20851,"Rusk, TX",35721,2016,48401
20852,"McCone, MT",35717,2016,30055
20853,"Marshall, TN",35701,2016,47117
20854,"Cumberland, NJ",35684,2016,34011
20855,"Chaves, NM",35674,2016,35005
20856,"Somerset, ME",35656,2016,23025
20857,"Wibaux, MT",35643,2016,30109
20858,"Atascosa, TX",35641,2016,48013
20859,"Alleghany + Covington, VA*",35636,2016,51903
20860,"Franklin, NY",35635,2016,36033
20861,"Wapello, IA",35631,2016,19179
20862,"Franklin, TN",35631,2016,47051
20863,"Elk, KS",35628,2016,20049
20864,"Merced, CA",35626,2016,06047
20865,"Ballard, KY",35611,2016,21007
20866,"Ferry, WA",35610,2016,53019
20867,"Citrus, FL",35602,2016,12017
20868,"Forrest, MS",35594,2016,28035
20869,"Petroleum, MT",35592,2016,30069
20870,"Oglethorpe, GA",35591,2016,13221
20871,"Dawes, NE",35590,2016,31045
20872,"Harrison, MS",35589,2016,28047
20873,"Cumberland, NC",35564,2016,37051
20874,"Bear Lake, ID",35560,2016,16007
20875,"Giles, TN",35558,2016,47055
20876,"Marion, TX",35557,2016,48315
20877,"Lincoln, MS",35552,2016,28085
20878,"Lowndes, AL",35549,2016,01085
20879,"Lincoln, LA",35545,2016,22061
20880,"Throckmorton, TX",35543,2016,48447
20881,"Webster, MS",35538,2016,28155
20882,"Greenbrier, WV",35537,2016,54025
20883,"Craighead, AR",35534,2016,05031
20884,"Kleberg, TX",35526,2016,48273
20885,"Appomattox, VA",35522,2016,51011
20886,"Pendleton, WV",35521,2016,54071
20887,"Comanche, KS",35520,2016,20033
20888,"Livingston, MO",35515,2016,29117
20889,"Floyd, GA",35514,2016,13115
20890,"Floyd, VA",35510,2016,51063
20891,"Juneau, WI",35509,2016,55057
20892,"Lumpkin, GA",35496,2016,13187
20893,"Duval, TX",35490,2016,48131
20894,"Orleans, NY",35489,2016,36073
20895,"Cullman, AL",35483,2016,01043
20896,"Ritchie, WV",35480,2016,54085
20897,"Surry, NC",35468,2016,37171
20898,"Presque Isle, MI",35467,2016,26141
20899,"Brazos, TX",35461,2016,48041
20900,"Cooper, MO",35459,2016,29053
20901,"Jackson, IL",35452,2016,17077
20902,"Cass, TX",35440,2016,48067
20903,"Cleburne, AR",35436,2016,05023
20904,"Union, NM",35429,2016,35059
20905,"Raleigh, WV",35427,2016,54081
20906,"Cowley, KS",35423,2016,20035
20907,"Vigo, IN",35422,2016,18167
20908,"Scioto, OH",35418,2016,39145
20909,"Humphreys, TN",35418,2016,47085
20910,"Seneca, NY",35417,2016,36099
20911,"Callaway, MO",35410,2016,29027
20912,"Richland, OH",35404,2016,39139
20913,"Milam, TX",35399,2016,48331
20914,"Marengo, AL",35398,2016,01091
20915,"Carroll, OH",35398,2016,39019
20916,"Pittsburg, OK",35397,2016,40121
20917,"Wheatland, MT",35395,2016,30107
20918,"Perry, IN",35394,2016,18123
20919,"Adams, IN",35379,2016,18001
20920,"Wayne, IA",35378,2016,19185
20921,"Boyle, KY",35366,2016,21021
20922,"Newaygo, MI",35363,2016,26123
20923,"Muskegon, MI",35355,2016,26121
20924,"Mifflin, PA",35347,2016,42087
20925,"Union, IN",35345,2016,18161
20926,"Lawrence, OH",35345,2016,39087
20927,"Granville, NC",35341,2016,37077
20928,"Pettis, MO",35340,2016,29159
20929,"Lyon, NV",35326,2016,32019
20930,"Obion, TN",35317,2016,47131
20931,"Saline, IL",35316,2016,17165
20932,"Appanoose, IA",35310,2016,19007
20933,"Lyman, SD",35308,2016,46085
20934,"Pueblo, CO",35307,2016,08101
20935,"Ashtabula, OH",35307,2016,39007
20936,"Union, GA",35304,2016,13291
20937,"Piscataquis, ME",35298,2016,23021
20938,"Navarro, TX",35297,2016,48349
20939,"Delaware, NY",35294,2016,36025
20940,"Cass, IN",35287,2016,18017
20941,"Custer, OK",35277,2016,40039
20942,"Acadia, LA",35269,2016,22001
20943,"Putnam, IN",35263,2016,18133
20944,"Darlington, SC",35261,2016,45031
20945,"Caldwell, MO",35261,2016,29025
20946,"Roberts, SD",35258,2016,46109
20947,"Imperial, CA",35252,2016,06025
20948,"Erath, TX",35247,2016,48143
20949,"Alcona, MI",35241,2016,26001
20950,"Brown, TX",35233,2016,48049
20951,"Craig, VA",35221,2016,51045
20952,"Freestone, TX",35219,2016,48161
20953,"Stevens, WA",35219,2016,53065
