,GeoFips,GeoName,2022
80,2110,"Juneau City and Borough, AK",36.555783178580285
81,2122,"Kenai Peninsula Borough, AK*",34.55062416796771
82,2130,"Ketchikan Gateway Borough, AK*",29.534041794671623
83,2150,"Kodiak Island Borough, AK",38.03011939246703
84,2158,"Kusilvak Census Area, AK*",38.34826685968166
85,2164,"Lake and Peninsula Borough, AK*",50.583387491702275
86,2170,"Matanuska-Susitna Borough, AK",37.37817315294295
87,2180,"Nome Census Area, AK",44.05189415276024
88,2185,"North Slope Borough, AK*",44.06615046438783
89,2188,"Northwest Arctic Borough, AK",36.41411172925897
90,2195,"Petersburg Borough, AK*",40.54332474796044
91,2198,"Prince of Wales-Hyder Census Area, AK*",43.359243483834575
92,2201,"Prince of Wales-Outer Ketchikan Census Area, AK*",0.0
93,2220,"Sitka City and Borough, AK*",45.32098676392423
94,2230,"Skagway Municipality, AK*",7.102447114452916
95,2231,"Skagway-Yakutat-Angoon Census Area, AK*",0.0
96,2232,"Skagway-Hoonah-Angoon Census Area, AK*",0.0
97,2240,"Southeast Fairbanks Census Area, AK*",40.75846868487892
98,2261,"Valdez-Cordova Census Area, AK*",-83.13377024272668
99,2275,"Wrangell City and Borough, AK*",46.351505690868144
100,2280,"Wrangell-Petersburg Census Area, AK*",0.0
101,2282,"Yakutat City and Borough, AK*",33.963106619053434
102,2290,"Yukon-Koyukuk Census Area, AK*",47.16021333708259
103,2901,"Aleutian Islands Division, AK*",0.0
104,2903,"Angoon Division, AK*",0.0
105,2904,"Barrow-North Slope Division, AK*",0.0
106,2905,"Bethel Division, AK*",0.0
107,2907,"Bristol Bay Division, AK*",0.0
108,2908,"Cordova-McCarthy Division, AK*",0.0
109,2910,"Haines Division, AK*",0.0
110,2912,"Kenai-Cook Inlet Division, AK*",0.0
111,2916,"Kuskokwim Division, AK*",0.0
112,2919,"Outer Ketchikan Division, AK*",0.0
113,2920,"Prince of Wales Division, AK*",0.0
114,2921,"Seward Division, AK*",0.0
115,2922,"Sitka Division, AK*",0.0
116,2923,"Skagway-Yakutat Division, AK*",0.0
117,2924,"Southeast Fairbanks Division, AK*",0.0
118,2925,"Upper Yukon Division, AK*",0.0
119,2926,"Valdez-Chitina-Whittier Division, AK*",0.0
120,2928,"Wrangell-Petersburg Division, AK*",0.0
121,2929,"Yukon-Koyukuk Division, AK*",0.0
122,4001,"Apache, AZ",55.31455514317544
123,4003,"Cochise, AZ",38.338200197813734
124,4005,"Coconino, AZ",54.8778886946171
125,4007,"Gila, AZ",48.89443490785492
126,4009,"Graham, AZ",53.27813340741492
127,4011,"Greenlee, AZ",61.08760145245482
128,4012,"La Paz, AZ*",75.32117076314024
129,4013,"Maricopa, AZ",57.72260162616903
130,4015,"Mohave, AZ",56.39337079291635
131,4017,"Navajo, AZ",55.601426252066354
132,4019,"Pima, AZ",48.01647440271504
133,4021,"Pinal, AZ",67.56594783237098
134,4023,"Santa Cruz, AZ",52.09252134671103
135,4025,"Yavapai, AZ",58.69263729385625
136,4027,"Yuma, AZ*",49.607329455412795
137,5001,"Arkansas, AR",54.97631983053056
138,5003,"Ashley, AR",42.53894895201621
139,5005,"Baxter, AR",42.035997557601206
140,5007,"Benton, AR",75.37428720647456
141,5009,"Boone, AR",40.47876979141323
142,5011,"Bradley, AR",56.94498286609508
143,5013,"Calhoun, AR",60.13205720837755
144,5015,"Carroll, AR",55.01423139369247
145,5017,"Chicot, AR",51.70901293286814
146,5019,"Clark, AR",41.62331383365122
147,5021,"Clay, AR",45.84271913296841
148,5023,"Cleburne, AR",50.54796361639356
149,5025,"Cleveland, AR",59.74490213216216
150,5027,"Columbia, AR",42.7421420319633
151,5029,"Conway, AR",46.62200431201755
152,5031,"Craighead, AR",43.49388513184734
153,5033,"Crawford, AR",43.099659162005125
154,5035,"Crittenden, AR",43.117685029983946
155,5037,"Cross, AR",35.316488903713044
156,5039,"Dallas, AR",53.46184448682037
157,5041,"Desha, AR",48.95020107180554
158,5043,"Drew, AR",45.241037061860006
159,5045,"Faulkner, AR",43.164726803348586
160,5047,"Franklin, AR",50.03615816320415
161,5049,"Fulton, AR",39.28418647169173
162,5051,"Garland, AR",42.006686683765125
163,5053,"Grant, AR",40.450297282669744
164,5055,"Greene, AR",41.13498002918301
165,5057,"Hempstead, AR",55.298133547604095
166,5059,"Hot Spring, AR",39.95731560898212
167,5061,"Howard, AR",64.43952825489131
168,5063,"Independence, AR",43.47043318931499
169,5065,"Izard, AR",35.37255038092932
170,5067,"Jackson, AR",56.037782232856884
171,5069,"Jefferson, AR",35.23501135360719
172,5071,"Johnson, AR",43.25830871790719
173,5073,"Lafayette, AR",70.39882727163112
174,5075,"Lawrence, AR",52.69688921016671
175,5077,"Lee, AR",50.06086621561034
176,5079,"Lincoln, AR",46.02199586073414
177,5081,"Little River, AR",37.050281541202054
178,5083,"Logan, AR",42.48084634900886
179,5085,"Lonoke, AR",40.45289188126295
180,5087,"Madison, AR",64.04960250429203
181,5089,"Marion, AR",43.12403432816559
182,5091,"Miller, AR",34.4786553406396
183,5093,"Mississippi, AR",49.152642479758235
184,5095,"Monroe, AR",45.20845165100038
185,5097,"Montgomery, AR",49.42313395336817
186,5099,"Nevada, AR",40.70412457429155
187,5101,"Newton, AR",51.021261276783655
188,5103,"Ouachita, AR",46.29532508159233
189,5105,"Perry, AR",42.10026174148751
190,5107,"Phillips, AR",55.18403247713212
191,5109,"Pike, AR",49.759809519536695
192,5111,"Poinsett, AR",45.290283998936964
193,5113,"Polk, AR",53.21437589810043
194,5115,"Pope, AR",38.27775935560597
195,5117,"Prairie, AR",46.56162609358841
196,5119,"Pulaski, AR",41.100754241838864
197,5121,"Randolph, AR",45.91446921439829
198,5123,"St. Francis, AR",46.06546653277925
199,5125,"Saline, AR",44.64016526083803
200,5127,"Scott, AR",61.8051002339054
201,5129,"Searcy, AR",33.40061712268248
202,5131,"Sebastian, AR",39.45112162123517
203,5133,"Sevier, AR",67.72383591303762
204,5135,"Sharp, AR",50.49889646947908
205,5137,"Stone, AR",42.31135741520497
206,5139,"Union, AR",32.751374492189676
207,5141,"Van Buren, AR",43.61423479950788
208,5143,"Washington, AR",53.383848283704324
209,5145,"White, AR",39.352462141268134
210,5147,"Woodruff, AR",64.65868567234226
211,5149,"Yell, AR",59.31841104347237
212,6001,"Alameda, CA",74.70080846364729
213,6003,"Alpine, CA",53.84699272296352
214,6005,"Amador, CA",35.399992478927224
215,6007,"Butte, CA",52.9100292281893
216,6009,"Calaveras, CA",43.34132066552189
217,6011,"Colusa, CA",38.0581614580276
218,6013,"Contra Costa, CA",59.16332598777773
219,6015,"Del Norte, CA",48.53425468982688
220,6017,"El Dorado, CA",54.49723001536458
221,6019,"Fresno, CA",50.019600417635246
222,6021,"Glenn, CA",48.57378902874438
223,6023,"Humboldt, CA",43.26741240613037
224,6025,"Imperial, CA",47.17606901418392
225,6027,"Inyo, CA",38.05124037772087
226,6029,"Kern, CA",39.575043888043346
227,6031,"Kings, CA",50.37570472724117
228,6033,"Lake, CA",39.47743106498744
229,6035,"Lassen, CA",40.76763832763895
230,6037,"Los Angeles, CA",56.64859644218847
231,6039,"Madera, CA",51.91381558786217
232,6041,"Marin, CA",74.86367252420402
233,6043,"Mariposa, CA",53.87882852615231
234,6045,"Mendocino, CA",42.839388703103886
235,6047,"Merced, CA",52.291641186766746
236,6049,"Modoc, CA",49.52767002563913
237,6051,"Mono, CA",49.796965033145504
238,6053,"Monterey, CA",47.57863330863636
239,6055,"Napa, CA",64.32951028457212
240,6057,"Nevada, CA",47.85293340016374
241,6059,"Orange, CA",55.71430151655357
242,6061,"Placer, CA",55.45879433053667
243,6063,"Plumas, CA",42.2707197262185
244,6065,"Riverside, CA",52.27575890375832
245,6067,"Sacramento, CA",48.7948407895023
246,6069,"San Benito, CA",55.83094565216876
247,6071,"San Bernardino, CA",53.180577247546324
248,6073,"San Diego, CA",54.127248744671206
249,6075,"San Francisco, CA",76.52531285582069
250,6077,"San Joaquin, CA",52.78348849083659
251,6079,"San Luis Obispo, CA",54.37397743378451
252,6081,"San Mateo, CA",92.42700738372871
253,6083,"Santa Barbara, CA",53.68419259291077
254,6085,"Santa Clara, CA",90.57114311197147
255,6087,"Santa Cruz, CA",59.533594084492435
256,6089,"Shasta, CA",46.50818861405279
257,6091,"Sierra, CA",41.48047097048568
258,6093,"Siskiyou, CA",50.572749226327346
259,6095,"Solano, CA",45.013935585876574
260,6097,"Sonoma, CA",61.82784939732677
261,6099,"Stanislaus, CA",48.53274423650856
262,6101,"Sutter, CA",42.869742845651
263,6103,"Tehama, CA",51.55808607749724
264,6105,"Trinity, CA",27.391253095345192
265,6107,"Tulare, CA",47.13833036131297
266,6109,"Tuolumne, CA",43.601265430975545
267,6111,"Ventura, CA",52.21904942683132
268,6113,"Yolo, CA",49.18084640014454
269,6115,"Yuba, CA",44.30665049734602
270,8001,"Adams, CO*",58.659729985087104
271,8003,"Alamosa, CO",41.17141042972697
272,8005,"Arapahoe, CO",59.04345606158338
273,8007,"Archuleta, CO",61.05993241121102
274,8009,"Baca, CO",25.063464060169352
275,8011,"Bent, CO",44.67373353601351
276,8013,"Boulder, CO*",69.66681976615581
277,8014,"Broomfield, CO*",49.672329061762284
278,8015,"Chaffee, CO",75.75431741012623
279,8017,"Cheyenne, CO",20.61257070478866
280,8019,"Clear Creek, CO",55.9677970552698
281,8021,"Conejos, CO",59.798091462570916
282,8023,"Costilla, CO",48.41487114137255
283,8025,"Crowley, CO",36.52720412264267
284,8027,"Custer, CO",51.2974984557723
285,8029,"Delta, CO",53.39097667202411
286,8031,"Denver, CO",90.84311156886324
287,8033,"Dolores, CO",48.82978467231756
288,8035,"Douglas, CO",63.893438803801615
289,8037,"Eagle, CO",100.58946574129396
290,8039,"Elbert, CO",70.906805474834
291,8041,"El Paso, CO",47.968779734372696
292,8043,"Fremont, CO",51.0244810005283
293,8045,"Garfield, CO",58.04119438792354
294,8047,"Gilpin, CO",61.90250389996808
295,8049,"Grand, CO",82.63673816185613
296,8051,"Gunnison, CO",68.24631853055256
297,8053,"Hinsdale, CO",56.405680204059344
298,8055,"Huerfano, CO",52.01307700062688
299,8057,"Jackson, CO",56.3631600805212
300,8059,"Jefferson, CO*",58.429339978802325
301,8061,"Kiowa, CO",34.84092541740226
302,8063,"Kit Carson, CO",30.591953562848524
303,8065,"Lake, CO",67.14678703300676
304,8067,"La Plata, CO",51.06289323814356
305,8069,"Larimer, CO",61.02178306709515
306,8071,"Las Animas, CO",46.747774194858515
307,8073,"Lincoln, CO",30.855488584188343
308,8075,"Logan, CO",39.9345443754585
309,8077,"Mesa, CO",47.766752924190946
310,8079,"Mineral, CO",51.4981860739832
311,8081,"Moffat, CO",37.11678146057917
312,8083,"Montezuma, CO",50.77602338047486
313,8085,"Montrose, CO",55.03340012555531
314,8087,"Morgan, CO",51.91718902395326
315,8089,"Otero, CO",37.27652040104327
316,8091,"Ouray, CO",86.49382363568483
317,8093,"Park, CO",65.63711052277017
318,8095,"Phillips, CO",33.677753066055715
319,8097,"Pitkin, CO",97.5894936612623
320,8099,"Prowers, CO",35.06560141040046
321,8101,"Pueblo, CO",48.85751470125562
322,8103,"Rio Blanco, CO",37.552192433365136
323,8105,"Rio Grande, CO",57.755710539933894
324,8107,"Routt, CO",89.49879736930944
325,8109,"Saguache, CO",43.870297422003375
326,8111,"San Juan, CO",51.63988521693857
327,8113,"San Miguel, CO",114.82793745444474
328,8115,"Sedgwick, CO",14.144522751348102
329,8117,"Summit, CO",81.1122308296676
330,8119,"Teller, CO",54.008862063826484
331,8121,"Washington, CO",24.04823092742009
332,8123,"Weld, CO*",58.248816099859525
333,8125,"Yuma, CO",20.677430373658318
334,9001,"Fairfield, CT",20.68111080396641
335,9003,"Hartford, CT",33.83204757242739
336,9005,"Litchfield, CT",49.54948117328648
337,9007,"Middlesex, CT",34.788034012155684
338,9009,"New Haven, CT",38.892172932992764
339,9011,"New London, CT",35.17555552403375
340,9013,"Tolland, CT",31.843445258589504
341,9015,"Windham, CT",37.24858914031619
342,10001,"Kent, DE",41.10460842368691
343,10003,"New Castle, DE",40.826853365324936
344,10005,"Sussex, DE",57.918338612134
345,11001,"District of Columbia, DC",43.073220411564954
346,12001,"Alachua, FL",40.4045241531169
347,12003,"Baker, FL",55.99891864999456
348,12005,"Bay, FL",39.308361319564426
349,12007,"Bradford, FL",50.963966544227574
350,12009,"Brevard, FL",43.82916768003023
351,12011,"Broward, FL",49.22002685781218
352,12013,"Calhoun, FL",46.01437829782216
353,12015,"Charlotte, FL",50.76184413785306
354,12017,"Citrus, FL",37.678471123301435
355,12019,"Clay, FL",45.51232920781896
356,12021,"Collier, FL",76.74841237579469
357,12023,"Columbia, FL",42.61765329317989
358,12027,"DeSoto, FL",40.5129541389962
359,12029,"Dixie, FL",49.06647711128541
360,12031,"Duval, FL",43.62196742992971
361,12033,"Escambia, FL",42.677287358463296
362,12035,"Flagler, FL",61.21600698271279
363,12037,"Franklin, FL",46.99072083099384
364,12039,"Gadsden, FL",46.87929159947732
365,12041,"Gilchrist, FL",50.30382986322086
366,12043,"Glades, FL",48.46638587037445
367,12045,"Gulf, FL",63.91912467549797
368,12047,"Hamilton, FL",46.85109575428678
369,12049,"Hardee, FL",42.72667173681752
370,12051,"Hendry, FL",42.81259277158222
371,12053,"Hernando, FL",42.75688378885915
372,12055,"Highlands, FL",37.35820210448913
373,12057,"Hillsborough, FL",41.742710418072626
374,12059,"Holmes, FL",43.87856795291284
375,12061,"Indian River, FL",71.29317025264362
376,12063,"Jackson, FL",36.78217666436618
377,12065,"Jefferson, FL",46.15451612994946
378,12067,"Lafayette, FL",57.39919165587525
379,12069,"Lake, FL",47.23601415716532
380,12071,"Lee, FL",48.85132716925504
381,12073,"Leon, FL",40.73112664024328
382,12075,"Levy, FL",45.95901882485356
383,12077,"Liberty, FL",38.47713123324432
384,12079,"Madison, FL",52.813360668574944
385,12081,"Manatee, FL",46.333304519121484
386,12083,"Marion, FL",38.987548641448875
387,12085,"Martin, FL",73.33166238501168
388,12086,"Miami-Dade, FL",60.91753265195787
389,12087,"Monroe, FL",70.63244080699015
390,12089,"Nassau, FL",56.91547602386939
391,12091,"Okaloosa, FL",38.5691011855426
392,12093,"Okeechobee, FL",49.832863721284625
393,12095,"Orange, FL",50.15271064948268
394,12097,"Osceola, FL",50.88178940188788
395,12099,"Palm Beach, FL",71.481336643321
396,12101,"Pasco, FL",49.09307170552532
397,12103,"Pinellas, FL",50.56101619729563
398,12105,"Polk, FL",34.64928468134248
399,12107,"Putnam, FL",39.04477733986527
400,12109,"St. Johns, FL",51.78507207468573
401,12111,"St. Lucie, FL",54.615424561783236
402,12113,"Santa Rosa, FL",45.83860598661203
403,12115,"Sarasota, FL",63.002056621453015
404,12117,"Seminole, FL",49.13255901902951
405,12119,"Sumter, FL",86.53784520871098
406,12121,"Suwannee, FL",41.18710996102705
407,12123,"Taylor, FL",34.21987375747224
408,12125,"Union, FL",43.34008284192174
409,12127,"Volusia, FL",47.49909747008222
410,12129,"Wakulla, FL",50.582572187804296
411,12131,"Walton, FL",83.0775368562891
412,12133,"Washington, FL",34.40836310482363
413,13001,"Appling, GA",54.63516286066552
414,13003,"Atkinson, GA",53.83830169878201
415,13005,"Bacon, GA",50.69293165952802
416,13007,"Baker, GA",53.39134714043305
417,13009,"Baldwin, GA",47.9818775005251
418,13011,"Banks, GA",57.776128127046974
419,13013,"Barrow, GA",58.19525156806331
420,13015,"Bartow, GA",54.721369710411054
421,13017,"Ben Hill, GA",45.926421770095445
422,13019,"Berrien, GA",47.762517768661894
423,13021,"Bibb, GA",33.4849435105664
424,13023,"Bleckley, GA",35.7464228636245
425,13025,"Brantley, GA",48.18821515377132
426,13027,"Brooks, GA",38.25591583462375
427,13029,"Bryan, GA",31.547982823412056
428,13031,"Bulloch, GA",39.4254187284646
429,13033,"Burke, GA",39.570931088229635
430,13035,"Butts, GA",50.92817486026441
431,13037,"Calhoun, GA",49.71220382342158
432,13039,"Camden, GA",40.12595502302017
433,13043,"Candler, GA",50.526025634700765
434,13045,"Carroll, GA",56.18808170113165
435,13047,"Catoosa, GA",41.42040201774617
436,13049,"Charlton, GA",42.696450663301135
437,13051,"Chatham, GA",40.20275577792159
438,13053,"Chattahoochee, GA",10.391554462829989
439,13055,"Chattooga, GA",43.72770510578466
440,13057,"Cherokee, GA",60.077736457048566
441,13059,"Clarke, GA",47.71313501725699
442,13061,"Clay, GA",37.194604890623864
443,13063,"Clayton, GA",30.225699541385534
444,13065,"Clinch, GA",48.93785930016531
445,13067,"Cobb, GA",52.370928824684505
446,13069,"Coffee, GA",47.29040566892872
447,13071,"Colquitt, GA",47.57097883250401
448,13073,"Columbia, GA",37.950211429391665
449,13075,"Cook, GA",40.410646376935325
450,13077,"Coweta, GA",59.467639844239955
451,13079,"Crawford, GA",34.84426426764069
452,13081,"Crisp, GA",64.59693690613173
453,13083,"Dade, GA",49.81070503395451
454,13085,"Dawson, GA",66.03096589965887
455,13087,"Decatur, GA",35.91134196574713
456,13089,"DeKalb, GA",54.3401484474446
457,13091,"Dodge, GA",38.124581571547075
458,13093,"Dooly, GA",85.7289462368542
459,13095,"Dougherty, GA",43.33226094705471
460,13097,"Douglas, GA",41.54981900440129
461,13099,"Early, GA",35.415485107440546
462,13101,"Echols, GA",50.705632274147185
463,13103,"Effingham, GA",39.39248247341043
464,13105,"Elbert, GA",46.162492294946865
465,13107,"Emanuel, GA",42.65357812327917
466,13109,"Evans, GA",43.445241159222526
467,13111,"Fannin, GA",67.50701016088543
468,13113,"Fayette, GA",52.47675187794248
469,13115,"Floyd, GA",38.71526550008794
470,13117,"Forsyth, GA",54.83192115403373
471,13119,"Franklin, GA",49.70488766661286
472,13121,"Fulton, GA",54.74430813673279
473,13123,"Gilmer, GA",57.50620409822846
474,13125,"Glascock, GA",46.18533273361004
475,13127,"Glynn, GA",52.948287696213384
476,13129,"Gordon, GA",54.56635776151635
477,13131,"Grady, GA",36.43206574242514
478,13133,"Greene, GA",70.62463982237892
479,13135,"Gwinnett, GA",47.35041521189967
480,13137,"Habersham, GA",41.08371595352264
481,13139,"Hall, GA",63.90694970384403
482,13141,"Hancock, GA",54.496399291328025
483,13143,"Haralson, GA",51.1519895019583
484,13145,"Harris, GA",48.68769202982162
485,13147,"Hart, GA",49.92428429363434
486,13149,"Heard, GA",55.79421604370933
487,13151,"Henry, GA",42.913753475185295
488,13153,"Houston, GA",29.8415999374984
489,13155,"Irwin, GA",51.36256848046332
490,13157,"Jackson, GA",64.88212374854055
491,13159,"Jasper, GA",54.40751329789036
492,13161,"Jeff Davis, GA",41.92866237355145
493,13163,"Jefferson, GA",49.49246490663479
494,13165,"Jenkins, GA",41.33300067010754
495,13167,"Johnson, GA",44.88973001237913
496,13169,"Jones, GA",37.53876143585464
497,13171,"Lamar, GA",52.21106516824309
498,13173,"Lanier, GA",47.04262906255427
499,13175,"Laurens, GA",37.779392096593256
500,13177,"Lee, GA",39.85553256096546
501,13179,"Liberty, GA",27.603937094246945
502,13181,"Lincoln, GA",49.75685327325397
503,13183,"Long, GA",55.29107053116349
504,13185,"Lowndes, GA",37.769327208937625
505,13187,"Lumpkin, GA",55.291387163482355
506,13189,"McDuffie, GA",41.14528206333446
507,13191,"McIntosh, GA",75.05996893946848
508,13193,"Macon, GA",73.75920370090614
509,13195,"Madison, GA",53.43164585160276
510,13197,"Marion, GA",65.69292537445673
511,13199,"Meriwether, GA",47.860454278477995
512,13201,"Miller, GA",53.695164749447706
513,13205,"Mitchell, GA",55.73683637658323
514,13207,"Monroe, GA",49.293665758974086
515,13209,"Montgomery, GA",41.71290704484769
516,13211,"Morgan, GA",60.45198318265304
517,13213,"Murray, GA",48.227132800448636
518,13215,"Muscogee, GA",33.384121506648235
519,13217,"Newton, GA",45.88919528699336
520,13219,"Oconee, GA",58.77683743766052
521,13221,"Oglethorpe, GA",54.93875029556146
522,13223,"Paulding, GA",54.35747206725263
523,13225,"Peach, GA",44.624549271913864
524,13227,"Pickens, GA",54.7310839159035
525,13229,"Pierce, GA",38.33738075546579
526,13231,"Pike, GA",58.84174564396803
527,13233,"Polk, GA",44.026433416057095
528,13235,"Pulaski, GA",61.056311684559574
529,13237,"Putnam, GA",57.20497010038938
530,13239,"Quitman, GA",48.64336268398257
531,13241,"Rabun, GA",58.67531265656411
532,13243,"Randolph, GA",52.64859127341226
533,13245,"Richmond, GA",33.95640330424506
534,13247,"Rockdale, GA",33.26191789901022
535,13249,"Schley, GA",56.3254867794513
536,13251,"Screven, GA",48.90324267940035
537,13253,"Seminole, GA",41.93642227382982
538,13255,"Spalding, GA",42.284084739071055
539,13257,"Stephens, GA",48.169855911692956
540,13259,"Stewart, GA",62.76455687455541
541,13261,"Sumter, GA",45.971307315800004
542,13263,"Talbot, GA",60.959470674124105
543,13265,"Taliaferro, GA",64.28882375909517
544,13267,"Tattnall, GA",44.35254855533954
545,13269,"Taylor, GA",54.053659124219095
546,13271,"Telfair, GA",53.17013260627551
547,13273,"Terrell, GA",42.02112339885078
548,13275,"Thomas, GA",49.508554086417156
549,13277,"Tift, GA",44.07627993947429
550,13279,"Toombs, GA",37.34023250480692
551,13281,"Towns, GA",51.49994955909569
552,13283,"Treutlen, GA",40.05490296943084
553,13285,"Troup, GA",41.26356615777919
554,13287,"Turner, GA",33.83616101917886
555,13289,"Twiggs, GA",49.48483167098108
556,13291,"Union, GA",43.96729187724892
557,13293,"Upson, GA",42.00311573892367
558,13295,"Walker, GA",48.73318146315917
559,13297,"Walton, GA",55.91202318118915
560,13299,"Ware, GA",35.208517340570864
561,13301,"Warren, GA",44.54017959706946
562,13303,"Washington, GA",47.08647353674906
563,13305,"Wayne, GA",33.111368167727505
564,13307,"Webster, GA",56.69111238924288
565,13309,"Wheeler, GA",47.197631966519495
566,13311,"White, GA",63.814031569604644
567,13313,"Whitfield, GA",54.086855156550875
568,13315,"Wilcox, GA",53.23061958306451
569,13317,"Wilkes, GA",66.34531668094706
570,13319,"Wilkinson, GA",47.08692596203132
571,13321,"Worth, GA",43.72190245299436
572,15001,"Hawaii, HI",47.538769082075895
573,15003,"Honolulu, HI",37.57876447792939
574,15007,"Kauai, HI",49.47060531810434
575,15901,"Maui + Kalawao, HI*",55.46314231928641
576,16001,"Ada, ID",58.09691554079595
577,16003,"Adams, ID",46.91076419232373
578,16005,"Bannock, ID",50.733802608113066
579,16007,"Bear Lake, ID",54.43802600269613
580,16009,"Benewah, ID",44.45957176755871
581,16011,"Bingham, ID",53.54969925630389
582,16013,"Blaine, ID",105.44560184612952
583,16015,"Boise, ID",56.58283058247459
584,16017,"Bonner, ID",56.176722081369086
585,16019,"Bonneville, ID",62.979587621016506
586,16021,"Boundary, ID",52.32171666106668
587,16023,"Butte, ID",65.55220928870105
588,16025,"Camas, ID",90.94437620823635
589,16027,"Canyon, ID",62.261185000501285
590,16029,"Caribou, ID",48.54666886018559
591,16031,"Cassia, ID",55.07350142238302
592,16033,"Clark, ID",70.08447212520335
593,16035,"Clearwater, ID",41.61130363989658
594,16037,"Custer, ID",42.52732238732305
595,16039,"Elmore, ID",43.097206822015316
596,16041,"Franklin, ID",55.31242190337715
597,16043,"Fremont (includes Yellowstone Park), ID",62.26637754136679
598,16045,"Gem, ID",56.08381427416933
599,16047,"Gooding, ID",75.55461357865663
600,16049,"Idaho, ID",57.11052233813559
601,16051,"Jefferson, ID",53.16269653116819
602,16053,"Jerome, ID",48.13368622398723
603,16055,"Kootenai, ID",64.69430349046341
604,16057,"Latah, ID",48.95497539878621
605,16059,"Lemhi, ID",62.40175260857257
606,16061,"Lewis, ID",34.51139165614594
607,16063,"Lincoln, ID",58.88098702924573
608,16065,"Madison, ID",42.94304901136819
609,16067,"Minidoka, ID",54.711581904570515
610,16069,"Nez Perce, ID",46.49538975963366
611,16071,"Oneida, ID",54.27013540723718
612,16073,"Owyhee, ID",66.50021675578752
613,16075,"Payette, ID",48.400917496064054
614,16077,"Power, ID",54.189526871509955
615,16079,"Shoshone, ID",44.29061263006273
616,16081,"Teton, ID",98.57500353397697
